"id","event","dtstart","dtend","venue","address","town","area","country","latitude","longitude"
793,"Na Fianna Irish Traditional Music","2008-03-16 20:00:00","2008-03-16 23:00:00","Teatro Del Globo","Marcelo T. De Alvear 1155","Centro","Buenos Aires","Argentina",-34.59685135,-58.38348007
820,"Tim O'Shea and friends","2008-03-17 11:30:00","2008-03-17 00:00:00","Emerald Loop","216 N. Wabash","Chicago","Illinois","USA",41.88639450,-87.62631226
520,"St Paddy's Day Saigon","2008-03-17 14:00:00","2008-03-18 02:00:00","Various Venues","115/08 Tran Quoc Thao","Ho Chi Minh City","Dong Nam Bo","Viet Nam",10.78377533,106.68571472
800,"St. Patrick's Day Session","2008-03-17 16:00:00","2008-03-17 19:00:00","Lumpy's Sports Bar & Grill","5909 NW Expressway","Oklahoma City","Oklahoma","USA",35.55176163,-97.62088013
787,"Annual St Paddy's Day Boozeup","2008-03-17 20:00:00","2010-03-17 01:00:00","Dazibo Pub-Bistro","58 Route Duchesnay","Ste Catherine De La Jacques Cartier","Quebec","Canada",46.86179733,-71.62817383
797,"St. Patrick's Day Concert With Spatter The Mud","2008-03-17 20:00:00","2008-03-17 23:00:00","New World Home Cooking","1411 Route 212","Saugerties","New York","USA",42.06233215,-74.05403900
781,"Annual St. Patrick's Day Concert With Spraoi And Friends","2008-03-17 20:30:00","2008-03-17 00:00:00","Hugh's Room","2261 Dundas St W","Toronto","Ontario","Canada",43.65472794,-79.45220184
816,"Tim O'Shea and friends","2008-03-17 21:00:00","2008-03-17 00:00:00","Chief O'Neill's Pub","3471 N. Elston","Chicago","Illinois","USA",41.94460297,-87.70555878
798,"Na Fianna Irish Traditional Music","2008-03-17 22:00:00","2008-03-17 00:00:00","Cruzat Beer House","Sarmiento 1617-Paseo La Plaza","Buenos Aires","Buenos Aires","Argentina",-34.60372162,-58.38159180
801,"Paul Curran Benefit","2008-03-20 08:30:00","2008-03-20 00:00:00","The Herschel Arms","22 Park Street","Slough","Berkshire","England",51.50727081,-0.59135193
725,"Source To Mouth Music Festival","2008-03-21 00:00:00","2008-03-24 00:00:00","Showground","Prince Street and Dobie Street","Grafton","New South Wales","Australia",-29.68390656,152.94151306
826,"One Off Session","2008-03-23 18:30:00","2008-03-23 22:00:00","Paddy's Point","Centro Commercial","La Zenia","Alicante","Spain",37.97747040,-0.68322712
708,"Glencolmcille Traditional Arts Festival","2008-03-23 20:00:00","2008-03-29 00:00:00","Various Venues","","Glencolmcille","Donegal","Ireland",54.71106339,-8.72198391
809,"Blind Willies","2008-03-24 20:00:00","2008-03-24 21:00:00","Parkside Lounge","317 East Houston St.","Manhattan","New York","USA",40.72107315,-73.98314667
655,"CCE North American Convention Weekend","2008-03-27 00:00:00","2008-03-30 00:00:00","Parsippany Hilton Hotel","1 Hilton Ct, Off Route 10 , At Rte 287","Parsippany","New Jersey","USA",40.85787582,-74.42598724
718,"The Flute Meeting","2008-03-27 00:00:00","2008-03-29 00:00:00","Various Venues","","Ballyvourney","Cork","Ireland",51.94549179,-9.16408920
778,"Ar Ais Arís Traditional Arts Festival","2008-03-27 00:00:00","2008-03-30 00:00:00","Various Venues","Main Street","Buncrana","Donegal","Ireland",55.13595581,-7.45506620
833,"Comhaltas Ceoltóirí Éireann 2008 North American Convention","2008-03-27 00:00:00","2008-03-30 00:00:00","Parsippany Hilton Hotel","1 Hilton Ct, Off Route 10 , At Rte 287","Parsippany","New Jersey","USA",40.85787582,-74.42598724
698,"The Flute Meeting - Cruinniú Na BhFliúit","2008-03-27 09:00:00","2008-03-29 22:00:00","Various Venues","","Macroom","Cork","Ireland",51.90531158,-8.95785809
831,"Crusty Moores And Friends","2008-03-27 21:00:00","2008-03-27 23:30:00","Pier House","East Pier","Howth","Dublin","Ireland",53.38846970,-6.06416988
697,"Rome Irish Fleadh 2008","2008-03-27 22:00:00","2008-03-30 23:45:00","Various Venues","","Rome","Lazio","Italy",41.89051819,12.49424839
777,"Máire Ní Chathasaigh and Chris Newman with Hugh Bradley and Roy Whyke","2008-03-28 19:30:00","2008-03-28 22:30:00","Edinburgh International Harp Festival","","Edinburgh","Lothian","Scotland",55.95325089,-3.18826699
783,"Patrick Byrne Trad Music Weekend","2008-03-28 20:00:00","2008-03-30 18:30:00","Various Venues","","Carrickmacross","Monaghan","Ireland",53.96301270,-6.69488287
835,"Rattle The Boards CD Launch","2008-03-29 00:00:00","2008-03-29 00:00:00","The Park Hotel","Cahir Road","Clonmel","Tipperary","Ireland",52.35394287,-7.73009157
770,"An Eve Of Olde Ireland","2008-03-29 07:30:00","2008-03-29 09:30:00","Harrietstown Town Hall","","Saranac Lake","New York","USA",44.32949448,-74.13126373
836,"Barry Kerr Shane McAleer Workshops","2008-03-29 14:00:00","2008-03-29 16:15:00","Cultúrlann","216 Falls Road","Belfast","Antrim","Northern Ireland",54.59630966,-5.95453262
726,"Sliabh Notes In Concert","2008-03-29 20:00:00","2008-03-29 22:30:00","Hibernian Cultural Centre","19 Temple Street","Worcester","Massachusetts","USA",42.25910568,-71.79767609
749,"Saint Louis Tionól","2008-04-04 19:30:00","2008-04-06 19:00:00","Various Venues","Webster Groves","St. Louis","Missouri","USA",38.59255219,-90.35733795
850,"Fundraiser In Aid Of The Dissolved Cluain Tarbh CCE","2008-04-04 21:00:00","2008-04-05 01:00:00","The Teacher's Club","36 Parnell Square","Dublin","Dublin","Ireland",53.35338211,-6.26217413
733,"Evening Of Traditional Irish Music","2008-04-05 20:00:00","2008-04-05 00:00:00","Blue Bell Inn","","Dockenfield","Surrey","England",51.16234970,-0.82981801
808,"Kevin Burke and Cal Scott","2008-04-05 20:00:00","2008-04-05 23:30:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
848,"Veronica McNamara and Kevin Burke","2008-04-05 20:00:00","2008-04-05 23:45:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
837,"Enda Scahill & Paul Brock in Concert","2008-04-05 21:00:00","2008-04-05 00:00:00","Cultúrlann","216 Falls Road","Belfast","Antrim","Northern Ireland",54.59630966,-5.95453262
839,"Trad Music Classes","2008-04-07 00:00:00","2008-04-07 00:00:00","Various Venues","","Belfast","Antrim","Northern Ireland",54.64273071,-5.94226933
795,"Len Graham And Micheal O'Raghallaigh Salon Concert","2008-04-10 08:00:00","2008-04-10 00:00:00","Irish American Heritage Center","4626 N. Knox Avenue","Chicago","Illinois","USA",41.96532440,-87.74459076
859,"Ireland—A Musical Tradition In Song, Dance And Instrument","2008-04-10 17:30:00","2008-04-10 21:00:00","Seton Hall University","400 South Orange Ave.","South Orange","New Jersey","USA",40.74260712,-74.24620819
852,"Liam O'Flynn and Paddy Glacken in concert","2008-04-10 20:00:00","2008-04-10 00:00:00","Roscommon Arts Centre","Circular Road","Roscommon","Roscommon","Ireland",53.62736893,-8.18968582
822,"Tim O'Shea and friends","2008-04-10 21:00:00","2008-04-13 00:00:00","Mulligan's Irish Music Bar","Amstel 100","Amsterdam","Noord-Holland","Netherlands",52.36698151,4.89674807
843,"Carlow Fleadh","2008-04-11 00:00:00","2008-04-13 00:00:00","Various Venues","","Leighlinbridge","Carlow","Ireland",52.73577118,-6.97480679
788,"Becky Taylor Album Launch","2008-04-12 14:00:00","2008-04-12 18:15:00","The Music Room","St John's Works, St John's Place","Cleckheaton","Yorkshire","England",52.35551834,-1.17431974
841,"Kevin Burke and Cal Scott","2008-04-12 20:00:00","2008-04-12 22:00:00","One Longfellow Square","181 State St","Portland","Maine","USA",43.65341187,-70.26718903
851,"Seamus Tansey- Famous Sligo Flute Player-Concert And Seisiun","2008-04-12 20:00:00","2008-04-12 00:00:00","Canadian American Club","202 Arlington Street","Watertown","Massachusetts","USA",42.36947632,-71.15613556
861,"Máire Ní Chathasaigh and Chris Newman","2008-04-12 20:00:00","2008-04-12 22:15:00","Holywell Room","Holywell Street","Oxford","Oxfordshire","England",51.75499725,-1.25178385
849,"Maeve Donnelly In Concert","2008-04-12 21:00:00","2008-04-12 00:00:00","Cois Na HAbhna","Old Gort Road","Ennis","Clare","Ireland",52.85729980,-8.98359489
877,"Niamh Ni Charra","2008-04-17 20:00:00","2008-04-17 22:00:00","St. John's Theatre","The Square","Listowel","Kerry","Ireland",52.44482803,-9.48582268
830,"Féile átha Dá Chab","2008-04-18 00:00:00","2008-04-20 00:00:00","Various Venues","Main Street","Ballydehob","Cork","Ireland",51.56261444,-9.46132565
862,"Máire Ní Chathasaigh and Chris Newman","2008-04-18 20:00:00","2008-04-18 22:15:00","The Borough Theatre","Cross Street","Abergavenny","Gwent","Wales",51.82098770,-3.01711130
802,"Northeast Concertina Workshop","2008-04-19 09:00:00","2008-04-19 22:00:00","The Button Box","","Sunderland","Massachusetts","USA",42.46675491,-72.57869720
842,"Pennsylvania Folk Songs","2008-04-19 19:30:00","2008-04-19 21:00:00","McConnellsburg Fire Hall","","McConnellsburg","Pennsylvania","USA",39.93259048,-77.99889374
863,"Máire Ní Chathasaigh and Chris Newman","2008-04-19 19:30:00","2008-04-19 21:45:00","May Hill Village Hall","","May Hill","Gloucestershire","England",51.88922119,-2.44380546
867,"Céilí","2008-04-19 19:30:00","2008-04-19 22:30:00","Mangonui Hall","Waterfront Road","Mangonui","Northland","New Zealand",-34.99378204,173.53453064
858,"North Cregg In Concert","2008-04-19 20:00:00","2008-04-19 22:30:00","Brú Na Sí","","Youghal","Cork","Ireland",51.95323944,-7.85047579
866,"Amy Beshara session and workshop","2008-04-19 20:00:00","2008-04-19 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
876,"Niamh Ni Charra","2008-04-19 20:00:00","2008-04-19 22:00:00","Friar's Gate Theatre","","Kilmallock","Limerick","Ireland",52.39889526,-8.57331085
860,"Pride Of The West","2008-04-19 20:30:00","2008-04-19 00:00:00","Ceolaras Coleman","","Gurteen","Sligo","Ireland",53.99581528,-8.52236080
872,"Sliabh Notes In Concert","2008-04-19 20:30:00","2008-04-19 00:00:00","Cois Na HAbhna","Old Gort Road","Ennis","Clare","Ireland",52.85729980,-8.98359489
864,"Máire Ní Chathasaigh and Chris Newman","2008-04-20 19:30:00","2008-04-20 22:00:00","St George's Church","","Esher","Surrey","England",51.36948776,-0.36592701
885,"Fairbridge Festival Of Folk/Roots Music","2008-04-24 16:00:00","2008-04-27 22:00:00","Various Venues","","Fairbridge","Western Australia","Australia",-32.59621429,115.91402435
875,"Niamh Ni Charra","2008-04-24 20:30:00","2008-04-24 22:30:00","The Cobblestone Bar","77 North King Street","Dublin","Dublin","Ireland",53.34980392,-6.27785301
871,"Tony DeMarco and Atlantic Wave","2008-04-25 19:00:00","2008-04-25 22:00:00","Blair Academy","2 Park Street","Blairstown","New Jersey","USA",40.98381805,-74.96372986
874,"Niamh Ni Charra","2008-04-25 20:00:00","2008-04-25 22:00:00","Solstice Arts Centre","","Navan","Meath","Ireland",53.65040588,-6.68590164
882,"Traditional Scottish Music Weekend","2008-04-26 00:00:00","2008-04-27 00:00:00","Various Venues","","Belfast","Antrim","Northern Ireland",54.64273071,-5.94226933
879,"The Spirit Of Our Music: Concert Fundraiser","2008-04-26 19:30:00","2008-04-26 23:00:00","New York Irish Center","1040 Jackson Ave, Long Island City","Queens","New York","USA",40.74570084,-73.94581604
873,"Niamh Ni Charra","2008-04-26 20:30:00","2008-04-26 22:30:00","Passionfruit Theatre","9 North Gate St","Athlone","Westmeath","Ireland",53.42470932,-7.94054794
881,"The Cup A Tae Festival","2008-05-02 00:00:00","2008-05-04 00:00:00","Various Venues","","Ardara","Donegal","Ireland",54.76714706,-8.40928650
886,"The Cuckoo Fleadh","2008-05-02 00:00:00","2008-05-05 00:00:00","Various Venues","","Kinvara","Galway","Ireland",53.13841248,-8.93420792
868,"Feile Chois Cuain","2008-05-02 00:00:00","2008-05-05 00:00:00","Various Venues","","Louisburgh","Mayo","Ireland",53.76084137,-9.80877399
891,"Girvan Folk Festival","2008-05-02 20:00:00","2008-05-04 00:00:00","Various Venues","","Girvan","Ayrshire","Scotland",55.24016571,-4.85421801
854,"Sarah Burnell CD Launch Show","2008-05-02 20:30:00","2008-05-02 23:00:00","Hugh's Room","2261 Dundas St W","Toronto","Ontario","Canada",43.65472794,-79.45220184
888,"O'Carolan Weekend","2008-05-02 21:00:00","2008-05-05 00:00:00","Various Venues","","Mohill","Leitrim","Ireland",53.92240143,-7.86883926
897,"Jameson's Revenge In Concert","2008-05-03 22:00:00","2008-05-03 01:00:00","Ulysses","58 Stone Street","Manhattan","New York","USA",40.70449829,-74.01010132
853,"Sarah Burnell and Genticorum","2008-05-04 20:00:00","2008-05-04 23:00:00","Whelan's","","Toronto","Ontario","Canada",43.65322495,-79.38318634
899,"Irish Ceili Dance Classes","2008-05-07 06:30:00","2008-06-11 08:00:00","Near Asoke","","Bangkok","Bangkok","Thailand",13.75222206,100.49388885
869,"Baltimore Fiddle Fair","2008-05-08 00:00:00","2008-05-11 00:00:00","Various Venues","","Baltimore","Cork","Ireland",51.48432922,-9.36610889
894,"Catherine McEvoy In Concert For The May","2008-05-08 20:00:00","2008-05-08 00:00:00","Roscommon Arts Centre","Circular Road","Roscommon","Roscommon","Ireland",53.62736893,-8.18968582
887,"Midwest Fleadh Cheoil","2008-05-09 00:00:00","2008-05-10 00:00:00","Doubletree Hotel Dearborn","5801 Southfield Freeway","Detroit","Michigan","USA",42.33148575,-83.21759796
865,"Máire Ní Chathasaigh","2008-05-09 13:00:00","2008-05-09 14:00:00","Clothworkers' Centenary Concert Hall","University Of Leeds","Leeds","Yorkshire","England",53.80598068,-1.55590212
857,"Irish Music And Dance Workshop","2008-05-09 18:00:00","2008-05-12 13:00:00","Centr D´accueil Floessplatz Mollkirch","Floessplatz","Strasbourg","Alsace","France",48.58314896,7.74788189
890,"Berrogüetto","2008-05-09 20:00:00","2008-05-09 00:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
880,"The Tradition Club","2008-05-09 21:30:00","2008-05-09 23:00:00","Crowes Corner Folk Club Pub","Main Street","Ballyjamesduff","Cavan","Ireland",53.86265182,-7.20757675
773,"Mayo Fleadh 2008","2008-05-10 10:00:00","2008-05-11 00:00:00","Various Venues","","Ballycastle","Mayo","Ireland",54.28009033,-9.37079239
884,"Irish Dance Competition — The Lilac City Feis","2008-05-10 12:00:00","2008-05-10 17:00:00","Good Samaritan Society","17121 E 8th Ave","Spokane Valley","Washington","USA",47.64878082,-117.17240906
906,"Andrea and Betty Lou Beaton workshop and concert","2008-05-13 05:00:00","2008-05-13 00:00:00","Johnson String Instrument","49 North Main Street","Falmouth","Massachusetts","USA",41.55576706,-70.62165833
907,"Rock Linn Arís","2008-05-13 19:30:00","2008-05-13 00:00:00","Vicar Street","58-59 Thomas Street","Dublin","Dublin","Ireland",53.34265900,-6.27794218
902,"Pride Of The West","2008-05-14 21:30:00","2008-05-14 00:00:00","The Palace Loft","","Athlone","Westmeath","Ireland",53.42493439,-7.94494009
893,"Buille In Concert","2008-05-15 19:30:00","2008-05-15 21:30:00","Ashurst Auditorium","NAU North Campus","Flagstaff","Arizona","USA",35.18553925,-111.65563965
904,"The Flying Toads","2008-05-15 20:00:00","2008-05-15 23:00:00","The Mill Tavern","Liphook Road","Shottermill","Sussex","England",51.07913589,-0.76312238
913,"Jerry O'Sullivan","2008-05-17 20:00:00","2008-05-17 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
730,"Fleadh Nua","2008-05-18 00:00:00","2008-05-26 00:00:00","Various Venues","","Ennis","Clare","Ireland",52.84469986,-8.97709560
846,"Orkney Folk Festival","2008-05-22 00:00:00","2008-05-25 00:00:00","Various Venues","","Stromness","Orkney","Scotland",58.96619415,-3.29649496
931,"The Maids Of Erin In Concert","2008-05-22 20:30:00","2008-05-22 00:00:00","The Hall","","Shanagolden","Limerick","Ireland",52.57228470,-9.09787941
917,"Chris Langan Weekend - Irish Music In Toronto","2008-05-23 00:00:00","2008-05-25 00:00:00","Whelan's","","Toronto","Ontario","Canada",43.65322495,-79.38318634
915,"Patricia Clark - CD Launch","2008-05-23 21:00:00","2008-05-23 00:00:00","Temple Gate Hotel"," The Square","Ennis","Clare","Ireland",52.85159683,-8.96230221
933,"'Folk In The Park' Music Festival","2008-05-24 12:30:00","2008-05-25 18:00:00","Ulster American Folk Park","Castletown","Omagh","Tyrone","Northern Ireland",54.49460983,-7.30969715
903,"Blunderbrau And Guests","2008-05-24 21:00:00","2008-05-24 23:30:00","Cultúrlann","216 Falls Road","Belfast","Antrim","Northern Ireland",54.59630966,-5.95453262
847,"Paul Brady","2008-05-26 07:30:00","2008-05-26 00:00:00","Royal Festival Hall","Southbank Centre, Belvedere Road","London","London","England",51.50376129,-0.11726600
928,"Riches Of Clare","2008-05-28 13:00:00","2008-05-28 14:00:00","Clare Museum","","Ennis","Clare","Ireland",52.84518433,-8.98152637
946,"Callahan, McComiskey & Kelly FREE Park Concert","2008-05-28 19:30:00","2008-05-28 21:00:00","Louis I. Kahn Park","11th And Pine Street","Philadelphia","Pennsylvania","USA",39.94490814,-75.15978241
921,"Kevin Burke At Edinburgh Folk Club","2008-05-28 20:00:00","2008-05-28 23:00:00","Pleasance Cabaret Bar","Pleasance Courtyard","Edinburgh","Lothian","Scotland",56.46298981,-4.22976780
949,"Rónán Ó Snodaigh","2008-05-30 21:00:00","2008-05-30 00:00:00","Cultúrlann","216 Falls Road","Belfast","Antrim","Northern Ireland",54.59630966,-5.95453262
912,"Caonóg 2008","2008-05-31 10:00:00","2008-06-01 23:45:00","The Barn","Keenogue","Smithborough","Dublin","Ireland",53.34410477,-6.26749372
914,"York Folk Day","2008-05-31 12:00:00","2008-06-01 00:00:00","Black Swan","Peasholme Green","York","Yorkshire","England",53.96229172,-1.08189952
352,"City Of York Folk Day","2008-05-31 13:00:00","2008-06-01 00:00:00","Black Swan","Peasholme Green","York","Yorkshire","England",53.96229172,-1.08189952
927,"Micheal O'Raghallaigh and Ivan Goff","2008-06-01 06:00:00","2008-06-01 08:00:00","The Mediator","50 Rounds Ave","Providence","Rhode Island","USA",41.78755569,-71.42512512
951,"Na Fianna Irish Traditional Music","2008-06-01 22:30:00","2008-06-02 00:30:00","Cruzat Beer House","Sarmiento 1617-Paseo La Plaza","Buenos Aires","Buenos Aires","Argentina",-34.60372162,-58.38159180
755,"Fleadh Cheoil Dhoire 2008","2008-06-04 20:00:00","2008-06-08 23:00:00","Various Venues","","Dungiven","Derry","Northern Ireland",54.92530060,-6.92025995
918,"The Pipers Club  -  New!              Classes, courses, sessions, etc","2008-06-05 00:00:00","2008-06-05 00:00:00","Madden's Bar","74 Berry Street","Belfast","Antrim","Northern Ireland",54.60022736,-5.93382645
945,"John McKenna Festival 2008","2008-06-05 00:00:00","2008-06-08 00:00:00","Various Venues","Main Street","Drumkeerin","Leitrim","Ireland",54.17029953,-8.14674664
838,"Fiddle and Strings Camp","2008-06-05 09:00:00","2008-06-08 05:00:00","Peach Bottom Farm","","Independence","Virginia","USA",36.62234879,-81.15092468
889,"Fiddle Hell","2008-06-06 00:00:00","2008-06-08 00:00:00","Spa Bar","15 Eagle Parade, Market Place","Buxton","Derbyshire","England",53.25629044,-1.91375673
937,"Lewisham Irish Festival 2008","2008-06-06 00:00:00","2008-06-15 00:00:00","Lewisham Irish Community Centre","2a Davenport Road","Lewisham","London","England",51.44956589,-0.01610700
957,"Fleadh Cheoil Ard Mhacha","2008-06-06 00:00:00","2008-06-07 00:00:00","Various Venues","","Lurgan","Armagh","Northern Ireland",54.43482590,-6.41900015
908,"Who's On First?","2008-06-06 19:00:00","2008-06-22 20:30:00","Michael J Quill Irish Cultural And Sports Centre","2267 Route 145","East Durham","New York","USA",42.36717606,-74.08736420
909,"Kilkenny Trad Trail","2008-06-06 19:00:00","2008-08-30 21:00:00","Bollards Bar and Bistro","Kieran Street","Kilkenny","Kilkenny","Ireland",52.66081238,-7.22801638
855,"Sarah Burnell CD Launch Show","2008-06-06 20:00:00","2008-06-06 22:00:00","National Arts Centre Fourth Stage","","Ottawa","Ontario","Canada",45.42152786,-75.69718933
936,"The Long Notes","2008-06-06 20:00:00","2008-06-06 23:00:00","Lewisham Irish Community Centre","2a Davenport Road","Lewisham","London","England",51.44956589,-0.01610700
955,"Alan Morrisroe","2008-06-07 20:00:00","2008-06-07 23:45:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
844,"ZoukFest","2008-06-08 12:00:00","2008-06-14 05:00:00","College Of Santa Fe","St. Michaels Road","Santa Fe","New Mexico","USA",35.65913391,-105.95819855
806,"LAU","2008-06-08 19:00:00","2008-06-08 22:30:00","The Stage","33 Macdonell St., 2nd Floor","Guelph","Ontario","Canada",43.54428482,-80.24907684
856,"Sarah Burnell CD Launch Show","2008-06-09 20:00:00","2008-06-09 22:00:00","Petit Café Campus","Prince Arthur Street","Montreal","Quebec","Canada",45.51489258,-73.57157898
958,"Tribute To The Irish Accordion","2008-06-09 20:00:00","2008-06-09 00:00:00","Club Passim","47 Palmer Street","Cambridge","Massachusetts","USA",42.37384796,-71.11998749
959,"Aktionstag Der Realschule","2008-06-10 19:00:00","2008-06-10 19:00:00","Realschule","Hagenau 22","Weißenburg","Bayern","Germany",49.02650070,10.97655010
905,"Martin Hayes And Dennis Cahill","2008-06-11 20:00:00","2008-06-11 23:00:00","The Black Box","18-22 Hill Street","Belfast","Antrim","Northern Ireland",54.71111679,-6.20284510
973,"Martin Hayes And Dennis Cahill","2008-06-11 20:00:00","2008-06-11 23:00:00","The Black Box","18-22 Hill Street","Belfast","Antrim","Northern Ireland",54.71111679,-6.20284510
956,"Fundraiser For The Dissolved Cluain Tarbh Branch Of CCE","2008-06-11 21:00:00","2008-06-11 00:00:00","The Cobblestone Bar","77 North King Street","Dublin","Dublin","Ireland",53.34980392,-6.27785301
721,"Whapweasel Ceilidh","2008-06-12 20:00:00","2008-06-13 00:00:00","Riverside Café, Durham Students' Union","New Elvet","Durham","Durham","England",54.77515793,-1.57205045
947,"CityFolk","2008-06-13 19:30:00","2008-06-13 10:00:00","Chetham's School Of Music","Long Millgate","Manchester","Greater Manchester","England",53.66425705,-2.16951990
982,"Maeve Flanagan","2008-06-13 20:00:00","2008-06-13 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
950,"Clare Music and Dance Weekend","2008-06-14 00:00:00","2008-06-15 00:00:00","Various Venues","","Belfast","Antrim","Northern Ireland",54.64273071,-5.94226933
883,"Broome County Irish Festival","2008-06-14 12:00:00","2008-06-14 21:00:00","Tipperary Hill","331 Knapp Road","Binghamton","New York","USA",42.20804596,-75.98334503
935,"Cran in concert","2008-06-14 20:00:00","2008-06-14 23:00:00","The Albany","Douglas Way, Deptford","Lewisham","London","England",51.47759628,-0.02839470
952,"Na Fianna Irish Traditional Music","2008-06-14 22:30:00","2008-06-15 00:30:00","Sarmiento 1617","Paseo La Plaza","Buenos Aires","Buenos Aires","Argentina",-34.56552505,-58.47884750
984,"Kevin Crawford - Tony Linnane - Padraic Rynne","2008-06-15 14:00:00","2008-06-15 17:00:00","The John Hewitt","51 Donegall Street","Belfast","Antrim","Northern Ireland",54.60145950,-5.92812395
976,"Seán Ó Sé And Matthew Allen","2008-06-18 20:30:00","2008-06-18 00:00:00","Brú Na Sí","","Youghal","Cork","Ireland",51.95323944,-7.85047579
960,"Paddy Killoran Traditional Music Weekend","2008-06-19 00:00:00","2008-06-22 00:00:00","Various Venues","","Ballymote","Sligo","Ireland",54.08982849,-8.51718235
961,"Rachel Hair And Joy Dunlop","2008-06-19 07:30:00","2008-06-06 00:00:00","Town Hall","","Blairgowrie","Perth And Kinross","Scotland",56.58882141,-3.34589410
753,"County Down Fleadh","2008-06-20 00:00:00","2008-06-22 00:00:00","Various Venues","","Castlewellan","Down","Northern Ireland",54.25597000,-5.94771004
892,"Young Irish Musicians Weekend","2008-06-20 00:00:00","2008-06-22 00:00:00","McNally-Smith College Of Music","19 Exchange Street East","St Paul","Minnesota","USA",44.94974899,-93.09749603
916,"3rd Traditional Music Festival","2008-06-20 00:00:00","2008-06-28 00:00:00","Various Venues","","Falkland","Fife","Scotland",56.25628662,-3.20642900
988,"Paul Brock and Enda Scahill featuring Paddy Cronin","2008-06-20 08:30:00","2008-06-20 00:00:00","Coach House Hotel","","Ballymote","Sligo","Ireland",54.08737946,-8.51677036
919,"SC Irish Arts Weekend","2008-06-20 18:30:00","2008-06-22 00:00:00","Columbia Museum Of Art","Hampton And Main","Columbia","South Carolina","USA",34.00530624,-81.03533173
898,"Drangedal Folk Fest","2008-06-20 19:00:00","2008-06-22 02:00:00","Lorenzas Pub","","Drangedal","Telemark","Norway",59.11353302,9.01069450
963,"Rachel Hair and Joy Dunlop","2008-06-20 19:30:00","2008-06-20 00:00:00","The Ceilidh Place","","Ullapool","Highlands","Scotland",57.89541626,-5.16131306
985,"Western Mass CeltFest","2008-06-21 01:00:00","2008-06-21 07:00:00","The Harp","163 Sunderland Road","Amherst","Massachusetts","USA",42.41561127,-72.53279877
962,"Joy Dunlop And Rachel Hair","2008-06-21 20:00:00","2008-06-21 00:00:00","Bogbain Heritage Farm","","Inverness","Highlands","Scotland",57.47777176,-4.22472095
989,"Pádraig Rynne, Tóla Custy, Paul Mc Sherry, John Joe Kelly","2008-06-21 21:00:00","2008-06-21 23:30:00","Cultúrlann","216 Falls Road","Belfast","Antrim","Northern Ireland",54.59630966,-5.95453262
803,"Fiddlin's Fun Festival 08","2008-06-22 12:30:00","2008-06-22 06:00:00","Roberson Museum","30 Front St","Binghamton","New York","USA",42.09416580,-75.91905975
964,"Rachel Hair and Joy Dunlop","2008-06-24 00:00:00","2008-06-24 00:00:00","An Tobar","","Isle Of Mull","Ayrshire","Scotland",56.49067307,-4.20264578
965,"Rachel Hair and Joy Dunlop","2008-06-25 00:00:00","2008-06-25 00:00:00","Lismore Public Hall","","Isle Of Lismore","Argyll","Scotland",56.48333359,-5.55000019
983,"Pride Of The West","2008-06-25 20:00:00","2008-06-25 00:00:00","The Dock Arts Centre","St. George's Terrace","Carrick-on-Shannon","Leitrim","Ireland",53.94496536,-8.09672832
981,"Scoil Samhraidh Chris Langan","2008-06-26 00:00:00","2008-06-29 00:00:00","Various Venues","","Rush","Dublin","Ireland",53.52070999,-6.09347391
966,"Rachel Hair and Joy Dunlop","2008-06-26 19:30:00","2008-06-26 00:00:00","Crafts And Things Arts Cafe","","Glencoe","Argyll","Scotland",56.67530823,-5.13277197
967,"Rachel Hair and Joy Dunlop","2008-06-27 00:00:00","2008-06-27 00:00:00","Harris Hotel","","Tarbert","Isle Of Harris","Scotland",57.89816666,-6.80682516
992,"Liz Carroll And John Doyle","2008-06-27 08:00:00","2008-06-27 10:00:00","The Philipstown Depot Theatre","Garrison's Landing","Garrison","New York","USA",41.38329315,-73.94685364
996,"Kilmihil Trad Weekend","2008-06-27 14:00:00","2008-06-30 00:00:00","Various Venues","","Kilmihil","Clare","Ireland",52.72219086,-9.31787109
870,"Blythe Hill  Fields Festival","2008-06-28 11:00:00","2008-06-28 16:00:00","Blythe Hill Fields","Brockley View SE23","Forest Hill","London","England",51.44725418,-0.03787240
896,"The Festival Of American Fiddle Tunes","2008-06-29 12:00:00","2008-07-05 12:00:00","Fort Warden","","Port Townsend","Washington","USA",48.11703873,-122.76044464
948,"Connacht Fleadh Cheoil","2008-06-30 00:00:00","2008-07-06 00:00:00","Various Venues","","Westport","Mayo","Ireland",53.80112839,-9.52231216
